ticker,date,open,high,low,close
BTC-USD,2014-11-13,427.27,457.09,401.12,420.73
BTC-USD,2014-11-14,418.42,419.25,384.79,397.82
BTC-USD,2014-11-15,399.65,405.53,371.01,376.13
BTC-USD,2014-11-16,374.73,390.8,374.6,387.88
BTC-USD,2014-11-17,388.35,410.2,377.5,387.41
BTC-USD,2014-11-18,387.79,392.4,371.12,375.2
BTC-USD,2014-11-19,373.9,386.48,373.9,380.55
BTC-USD,2014-11-20,380.31,382.02,356.78,357.84
BTC-USD,2014-11-21,357.88,357.88,344.11,350.85
BTC-USD,2014-11-22,351.6,364.84,350.88,352.92
BTC-USD,2014-11-23,353.17,370.85,353.17,367.57
BTC-USD,2014-11-24,366.95,387.21,366.67,376.9
BTC-USD,2014-11-25,376.89,394.7,374.78,375.35
BTC-USD,2014-11-26,376.02,377.7,365.82,368.37
BTC-USD,2014-11-27,370.5,373.99,368.28,369.67
BTC-USD,2014-11-28,369.37,382.84,358.45,376.45
BTC-USD,2014-11-29,376.15,387.6,372.14,375.49
BTC-USD,2014-11-30,375.51,382.53,373.31,378.05
BTC-USD,2014-12-01,378.25,383.66,376.67,379.24
BTC-USD,2014-12-02,379.25,384.04,377.86,381.32
BTC-USD,2014-12-03,381.72,383.03,374.35,375.01
BTC-USD,2014-12-04,375.72,378.65,367.76,369.6
BTC-USD,2014-12-05,369.44,379.19,365.76,376.85
BTC-USD,2014-12-06,376.76,378.45,370.95,374.79
BTC-USD,2014-12-07,374.84,376.29,373.27,375.1
BTC-USD,2014-12-08,374.96,376.03,361.89,361.91
BTC-USD,2014-12-09,361.89,363.07,344.95,352.22
BTC-USD,2014-12-10,352.2,352.38,346.36,346.36
BTC-USD,2014-12-11,344.34,361.36,338.76,350.51
BTC-USD,2014-12-12,350.83,352.98,349.29,352.54
BTC-USD,2014-12-13,352.38,352.38,346.59,347.38
BTC-USD,2014-12-14,346.73,353.32,345.42,351.63
BTC-USD,2014-12-15,351.36,351.82,344.93,345.35
BTC-USD,2014-12-16,345.67,345.86,327.06,327.06
BTC-USD,2014-12-17,326.86,333.95,315.15,319.78
BTC-USD,2014-12-18,319.79,323.71,304.23,311.4
BTC-USD,2014-12-19,311.18,318.53,306.77,317.84
BTC-USD,2014-12-20,317.62,330.33,316.04,329.96
BTC-USD,2014-12-21,329.54,329.63,318.9,320.84
BTC-USD,2014-12-22,321.07,334.12,320.42,331.89
BTC-USD,2014-12-23,332.02,336.29,329.6,334.57
BTC-USD,2014-12-24,334.39,334.74,321.36,322.53
BTC-USD,2014-12-25,322.29,322.67,316.96,319.01
BTC-USD,2014-12-26,319.15,331.42,316.63,327.92
BTC-USD,2014-12-27,327.58,328.91,312.63,315.86
BTC-USD,2014-12-28,316.16,320.03,311.08,317.24
BTC-USD,2014-12-29,317.7,320.27,312.31,312.67
BTC-USD,2014-12-30,312.72,314.81,309.37,310.74
BTC-USD,2014-12-31,310.91,320.19,310.21,320.19
BTC-USD,2015-01-01,320.43,320.43,314.0,314.25
BTC-USD,2015-01-02,314.08,315.84,313.57,315.03
BTC-USD,2015-01-03,314.85,315.15,281.08,281.08
BTC-USD,2015-01-04,281.15,287.23,257.61,264.2
BTC-USD,2015-01-05,265.08,278.34,265.08,274.47
BTC-USD,2015-01-06,274.61,287.55,272.7,286.19
BTC-USD,2015-01-07,286.08,298.75,283.08,294.34
BTC-USD,2015-01-08,294.14,294.14,282.17,283.35
BTC-USD,2015-01-09,282.38,291.11,280.53,290.41
BTC-USD,2015-01-10,287.3,288.13,273.97,274.8
BTC-USD,2015-01-11,274.61,279.64,265.04,265.66
BTC-USD,2015-01-12,266.15,272.2,265.2,267.8
BTC-USD,2015-01-13,267.39,268.28,219.91,225.86
BTC-USD,2015-01-14,223.89,223.89,171.51,178.1
BTC-USD,2015-01-15,176.9,229.07,176.9,209.84
BTC-USD,2015-01-16,209.07,221.59,199.77,208.1
BTC-USD,2015-01-17,207.83,211.73,194.88,199.26
BTC-USD,2015-01-18,200.05,218.7,194.51,210.34
BTC-USD,2015-01-19,211.47,216.73,207.32,214.86
BTC-USD,2015-01-20,212.91,215.24,205.15,211.32
BTC-USD,2015-01-21,211.38,227.79,211.21,226.9
BTC-USD,2015-01-22,227.32,237.02,226.43,233.41
BTC-USD,2015-01-23,233.52,234.85,225.2,232.88
BTC-USD,2015-01-24,232.7,248.21,230.02,247.85
BTC-USD,2015-01-25,247.35,255.07,243.89,253.72
BTC-USD,2015-01-26,254.08,309.38,254.08,273.47
BTC-USD,2015-01-27,273.17,275.48,250.65,263.48
BTC-USD,2015-01-28,263.35,266.54,227.05,233.91
BTC-USD,2015-01-29,233.35,238.71,220.71,233.51
BTC-USD,2015-01-30,232.77,242.85,225.84,226.43
BTC-USD,2015-01-31,226.44,233.5,216.31,217.46
BTC-USD,2015-02-01,216.87,231.57,212.01,226.97
BTC-USD,2015-02-02,226.49,242.18,222.66,238.23
BTC-USD,2015-02-03,237.45,245.96,224.48,227.27
BTC-USD,2015-02-04,227.51,230.06,221.11,226.85
BTC-USD,2015-02-05,227.66,239.4,214.73,217.11
BTC-USD,2015-02-06,216.92,230.51,216.23,222.27
BTC-USD,2015-02-07,222.63,230.3,222.61,227.75
BTC-USD,2015-02-08,227.69,229.44,221.08,223.41
BTC-USD,2015-02-09,223.39,223.98,217.02,220.11
BTC-USD,2015-02-10,220.28,221.81,215.33,219.84
BTC-USD,2015-02-11,219.73,223.41,218.07,219.18
BTC-USD,2015-02-12,219.21,222.2,217.61,221.76
BTC-USD,2015-02-13,221.97,240.26,221.26,235.43
BTC-USD,2015-02-14,235.53,259.81,235.53,257.32
BTC-USD,2015-02-15,257.51,265.61,227.68,234.82
BTC-USD,2015-02-16,234.82,239.52,229.02,233.84
BTC-USD,2015-02-17,233.42,245.77,232.31,243.61
BTC-USD,2015-02-18,243.78,244.25,232.34,236.33
BTC-USD,2015-02-19,236.41,242.67,235.59,240.28
BTC-USD,2015-02-20,240.25,247.1,239.3,243.78
BTC-USD,2015-02-21,243.75,255.32,243.18,244.53
BTC-USD,2015-02-22,244.54,246.39,233.85,235.98
BTC-USD,2015-02-23,235.99,240.11,232.42,238.89
BTC-USD,2015-02-24,239.0,239.9,236.4,238.74
BTC-USD,2015-02-25,238.89,239.34,235.53,237.47
BTC-USD,2015-02-26,237.34,237.71,234.26,236.43
BTC-USD,2015-02-27,236.44,256.65,236.44,253.83
BTC-USD,2015-02-28,253.52,254.69,249.48,254.26
BTC-USD,2015-03-01,254.28,261.66,245.93,260.2
BTC-USD,2015-03-02,260.36,276.3,258.31,275.67
BTC-USD,2015-03-03,275.05,285.8,268.16,281.7
BTC-USD,2015-03-04,281.99,284.23,268.13,273.09
BTC-USD,2015-03-05,272.74,281.67,264.77,276.18
BTC-USD,2015-03-06,275.6,277.61,270.02,272.72
BTC-USD,2015-03-07,272.29,277.85,270.13,276.26
BTC-USD,2015-03-08,276.43,277.86,272.57,274.35
BTC-USD,2015-03-09,274.81,292.7,273.89,289.61
BTC-USD,2015-03-10,289.86,300.04,289.74,291.76
BTC-USD,2015-03-11,291.52,297.39,290.51,296.38
BTC-USD,2015-03-12,296.13,297.09,292.41,294.35
BTC-USD,2015-03-13,294.12,294.5,285.34,285.34
BTC-USD,2015-03-14,284.44,286.34,280.98,281.89
BTC-USD,2015-03-15,281.42,286.53,281.0,286.39
BTC-USD,2015-03-16,285.68,294.11,285.68,290.59
BTC-USD,2015-03-17,290.6,292.36,284.37,285.51
BTC-USD,2015-03-18,285.07,285.34,249.87,256.3
BTC-USD,2015-03-19,255.88,264.24,248.64,260.93
BTC-USD,2015-03-20,260.96,264.85,259.16,261.75
BTC-USD,2015-03-21,261.64,262.2,255.65,260.02
BTC-USD,2015-03-22,259.92,269.75,259.59,267.96
BTC-USD,2015-03-23,267.89,277.3,261.74,266.74
BTC-USD,2015-03-24,266.58,267.0,244.15,245.6
BTC-USD,2015-03-25,247.47,249.19,236.51,246.2
BTC-USD,2015-03-26,246.28,254.35,244.9,248.53
BTC-USD,2015-03-27,248.57,256.81,245.21,247.03
BTC-USD,2015-03-28,246.98,254.21,246.98,252.8
BTC-USD,2015-03-29,252.74,253.14,240.85,242.71
BTC-USD,2015-03-30,242.88,249.24,239.21,247.53
BTC-USD,2015-03-31,247.45,248.73,242.74,244.22
BTC-USD,2015-04-01,244.22,247.54,241.16,247.27
BTC-USD,2015-04-02,247.09,254.46,245.42,253.01
BTC-USD,2015-04-03,253.07,256.04,251.88,254.32
BTC-USD,2015-04-04,254.29,255.26,251.1,253.7
BTC-USD,2015-04-05,253.76,260.67,251.94,260.6
BTC-USD,2015-04-06,260.72,261.8,254.57,255.49
BTC-USD,2015-04-07,255.27,255.8,252.21,253.18
BTC-USD,2015-04-08,253.06,253.85,244.21,245.02
BTC-USD,2015-04-09,244.75,246.12,239.4,243.68
BTC-USD,2015-04-10,243.69,243.69,232.77,236.07
BTC-USD,2015-04-11,236.02,239.54,234.18,236.55
BTC-USD,2015-04-12,236.54,237.73,233.49,236.15
BTC-USD,2015-04-13,235.95,236.93,222.0,224.59
BTC-USD,2015-04-14,224.76,224.98,216.32,219.16
BTC-USD,2015-04-15,219.07,223.83,218.65,223.83
BTC-USD,2015-04-16,223.92,229.67,223.92,228.57
BTC-USD,2015-04-17,228.57,228.91,221.94,222.88
BTC-USD,2015-04-18,222.85,224.32,220.88,223.36
BTC-USD,2015-04-19,223.46,226.35,222.37,222.6
BTC-USD,2015-04-20,222.61,226.35,221.98,224.63
BTC-USD,2015-04-21,224.62,235.27,224.3,235.27
BTC-USD,2015-04-22,235.6,237.91,233.48,234.18
BTC-USD,2015-04-23,234.05,236.48,233.2,236.46
BTC-USD,2015-04-24,235.97,236.3,229.93,231.27
BTC-USD,2015-04-25,231.24,232.56,226.34,226.39
BTC-USD,2015-04-26,226.41,226.94,214.87,219.43
BTC-USD,2015-04-27,219.43,233.3,218.02,229.29
BTC-USD,2015-04-28,228.97,229.49,223.07,225.85
BTC-USD,2015-04-29,225.59,227.04,223.43,225.81
BTC-USD,2015-04-30,225.69,239.56,224.99,236.15
BTC-USD,2015-05-01,235.94,238.97,232.08,232.08
BTC-USD,2015-05-02,232.34,235.73,232.34,234.93
BTC-USD,2015-05-03,234.88,243.24,234.08,240.36
BTC-USD,2015-05-04,240.36,242.64,237.81,239.02
BTC-USD,2015-05-05,238.85,239.2,232.05,236.12
BTC-USD,2015-05-06,236.25,236.45,229.23,229.78
BTC-USD,2015-05-07,229.66,239.1,228.57,237.33
BTC-USD,2015-05-08,237.2,246.27,236.27,243.86
BTC-USD,2015-05-09,243.77,247.8,239.64,241.83
BTC-USD,2015-05-10,241.73,244.07,238.85,240.3
BTC-USD,2015-05-11,240.3,244.27,239.38,242.16
BTC-USD,2015-05-12,242.15,242.88,240.1,241.11
BTC-USD,2015-05-13,241.4,243.7,235.04,236.38
BTC-USD,2015-05-14,236.21,237.8,234.06,236.93
BTC-USD,2015-05-15,236.96,238.75,236.79,237.6
BTC-USD,2015-05-16,237.64,237.7,235.29,236.15
BTC-USD,2015-05-17,236.01,238.02,236.01,236.8
BTC-USD,2015-05-18,236.89,237.21,232.46,233.13
BTC-USD,2015-05-19,233.04,234.15,231.82,231.95
BTC-USD,2015-05-20,231.89,234.68,231.84,234.02
BTC-USD,2015-05-21,234.02,236.24,233.84,235.34
BTC-USD,2015-05-22,235.32,240.97,235.06,240.35
BTC-USD,2015-05-23,240.29,241.02,238.69,238.87
BTC-USD,2015-05-24,238.98,241.98,238.81,240.95
BTC-USD,2015-05-25,240.93,241.02,236.64,237.11
BTC-USD,2015-05-26,237.1,238.24,235.69,237.12
BTC-USD,2015-05-27,237.07,238.64,236.7,237.28
BTC-USD,2015-05-28,237.26,237.82,236.65,237.41
BTC-USD,2015-05-29,237.38,237.52,235.73,237.1
BTC-USD,2015-05-30,237.09,237.09,232.05,233.35
BTC-USD,2015-05-31,233.13,233.25,229.54,230.19
BTC-USD,2015-06-01,230.23,231.71,221.3,222.93
BTC-USD,2015-06-02,222.89,226.42,222.42,225.8
BTC-USD,2015-06-03,225.74,227.4,223.93,225.87
BTC-USD,2015-06-04,225.77,226.58,224.05,224.32
BTC-USD,2015-06-05,224.15,225.97,223.18,224.95
BTC-USD,2015-06-06,225.01,225.72,224.38,225.62
BTC-USD,2015-06-07,225.6,226.19,222.65,222.88
BTC-USD,2015-06-08,222.88,229.46,222.84,228.49
BTC-USD,2015-06-09,228.54,230.95,227.93,229.05
BTC-USD,2015-06-10,228.99,229.78,228.01,228.8
BTC-USD,2015-06-11,228.85,230.29,228.77,229.71
BTC-USD,2015-06-12,229.71,231.06,229.31,229.98
BTC-USD,2015-06-13,229.92,232.65,229.21,232.4
BTC-USD,2015-06-14,232.44,234.86,232.0,233.54
BTC-USD,2015-06-15,233.42,237.84,233.42,236.82
BTC-USD,2015-06-16,236.76,251.74,236.12,250.9
BTC-USD,2015-06-17,250.82,256.85,246.48,249.28
BTC-USD,2015-06-18,249.43,252.11,244.13,249.01
BTC-USD,2015-06-19,249.04,250.98,243.79,244.61
BTC-USD,2015-06-20,244.53,245.83,240.63,245.21
BTC-USD,2015-06-21,245.1,245.22,241.88,243.94
BTC-USD,2015-06-22,243.97,247.92,243.78,246.99
BTC-USD,2015-06-23,246.93,247.3,243.13,244.3
BTC-USD,2015-06-24,244.28,244.34,240.51,240.51
BTC-USD,2015-06-25,240.37,243.33,240.37,242.8
BTC-USD,2015-06-26,242.6,243.75,241.55,243.59
BTC-USD,2015-06-27,243.55,251.34,243.12,250.99
BTC-USD,2015-06-28,250.96,251.17,247.43,249.01
BTC-USD,2015-06-29,248.72,257.17,248.58,257.06
BTC-USD,2015-06-30,257.04,267.87,255.95,263.07
BTC-USD,2015-07-01,263.35,265.17,255.77,258.62
BTC-USD,2015-07-02,258.55,261.63,254.12,255.41
BTC-USD,2015-07-03,255.46,257.08,253.51,256.34
BTC-USD,2015-07-04,256.49,261.46,254.2,260.89
BTC-USD,2015-07-05,260.8,274.51,258.7,271.91
BTC-USD,2015-07-06,271.11,277.42,267.6,269.03
BTC-USD,2015-07-07,269.96,271.34,264.83,266.21
BTC-USD,2015-07-08,265.98,272.97,264.39,270.79
BTC-USD,2015-07-09,270.83,272.33,267.09,269.23
BTC-USD,2015-07-10,269.16,294.59,268.8,284.89
BTC-USD,2015-07-11,284.88,298.51,283.53,293.11
BTC-USD,2015-07-12,293.14,314.39,292.51,310.87
BTC-USD,2015-07-13,310.83,310.95,281.01,292.05
BTC-USD,2015-07-14,292.03,296.15,286.64,287.46
BTC-USD,2015-07-15,288.05,293.25,285.37,285.83
BTC-USD,2015-07-16,286.04,291.18,275.24,278.09
BTC-USD,2015-07-17,278.09,280.28,272.04,279.47
BTC-USD,2015-07-18,279.33,282.53,274.08,274.9
BTC-USD,2015-07-19,274.77,275.67,272.51,273.61
BTC-USD,2015-07-20,273.5,278.98,272.96,278.98
BTC-USD,2015-07-21,278.88,280.55,275.42,275.83
BTC-USD,2015-07-22,275.66,277.67,274.38,277.22
BTC-USD,2015-07-23,277.34,278.11,275.72,276.05
BTC-USD,2015-07-24,276.01,289.25,275.25,288.28
BTC-USD,2015-07-25,288.16,290.73,286.0,288.7
BTC-USD,2015-07-26,288.64,293.05,287.71,292.69
BTC-USD,2015-07-27,292.64,297.77,287.45,293.62
BTC-USD,2015-07-28,293.63,296.65,293.42,294.43
BTC-USD,2015-07-29,294.48,294.54,288.78,289.59
BTC-USD,2015-07-30,289.1,290.13,286.57,287.72
BTC-USD,2015-07-31,287.7,288.96,282.34,284.65
BTC-USD,2015-08-01,284.69,284.93,278.11,281.6
BTC-USD,2015-08-02,280.45,283.03,277.53,282.61
BTC-USD,2015-08-03,282.81,285.47,280.23,281.23
BTC-USD,2015-08-04,281.23,285.71,281.23,285.22
BTC-USD,2015-08-05,284.85,285.5,281.49,281.88
BTC-USD,2015-08-06,281.91,281.91,278.4,278.58
BTC-USD,2015-08-07,278.74,280.39,276.37,279.58
BTC-USD,2015-08-08,279.74,279.93,260.71,261.0
BTC-USD,2015-08-09,261.12,267.0,260.47,265.08
BTC-USD,2015-08-10,265.48,267.03,262.6,264.47
BTC-USD,2015-08-11,264.34,270.39,264.09,270.39
BTC-USD,2015-08-12,270.6,270.67,265.47,266.38
BTC-USD,2015-08-13,266.18,266.23,262.84,264.08
BTC-USD,2015-08-14,264.13,267.47,261.48,265.68
BTC-USD,2015-08-15,265.53,266.67,261.3,261.55
BTC-USD,2015-08-16,261.87,262.44,257.04,258.51
BTC-USD,2015-08-17,258.49,260.51,257.12,257.98
BTC-USD,2015-08-18,257.93,257.99,211.08,211.08
BTC-USD,2015-08-19,225.67,237.41,222.77,226.68
BTC-USD,2015-08-20,226.9,237.37,226.9,235.35
BTC-USD,2015-08-21,235.35,236.43,231.72,232.57
BTC-USD,2015-08-22,232.66,234.96,222.7,230.39
BTC-USD,2015-08-23,230.38,232.71,225.58,228.17
BTC-USD,2015-08-24,228.11,228.14,210.44,210.49
BTC-USD,2015-08-25,210.07,226.32,199.57,221.61
BTC-USD,2015-08-26,222.08,231.18,220.2,225.83
BTC-USD,2015-08-27,226.05,228.64,223.68,224.77
BTC-USD,2015-08-28,224.7,235.22,220.93,231.4
BTC-USD,2015-08-29,231.55,233.22,227.33,229.78
BTC-USD,2015-08-30,229.9,232.07,226.25,228.76
BTC-USD,2015-08-31,229.11,231.96,225.91,230.06
BTC-USD,2015-09-01,230.26,231.22,226.86,228.12
BTC-USD,2015-09-02,228.03,230.58,226.48,229.28
BTC-USD,2015-09-03,229.32,229.6,226.67,227.18
BTC-USD,2015-09-04,227.21,230.9,227.05,230.3
BTC-USD,2015-09-05,230.2,236.14,229.44,235.02
BTC-USD,2015-09-06,234.87,242.91,234.68,239.84
BTC-USD,2015-09-07,239.93,242.11,238.72,239.85
BTC-USD,2015-09-08,239.85,245.78,239.68,243.61
BTC-USD,2015-09-09,243.41,244.42,237.82,238.17
BTC-USD,2015-09-10,238.34,241.29,235.79,238.48
BTC-USD,2015-09-11,238.33,241.17,238.33,240.11
BTC-USD,2015-09-12,239.85,240.12,234.75,235.23
BTC-USD,2015-09-13,235.24,235.93,229.33,230.51
BTC-USD,2015-09-14,230.61,232.44,227.96,230.64
BTC-USD,2015-09-15,230.49,259.18,229.82,230.3
BTC-USD,2015-09-16,230.25,231.21,227.4,229.09
BTC-USD,2015-09-17,229.08,230.29,228.93,229.81
BTC-USD,2015-09-18,233.52,234.35,232.18,232.98
BTC-USD,2015-09-19,232.86,233.21,231.09,231.49
BTC-USD,2015-09-20,231.4,232.37,230.91,231.21
BTC-USD,2015-09-21,231.22,231.22,226.52,227.09
BTC-USD,2015-09-22,226.97,232.39,225.12,230.62
BTC-USD,2015-09-23,230.94,231.84,229.59,230.28
BTC-USD,2015-09-24,230.36,235.65,230.29,234.53
BTC-USD,2015-09-25,234.36,237.43,233.68,235.14
BTC-USD,2015-09-26,235.08,235.4,233.36,234.34
BTC-USD,2015-09-27,234.14,234.53,232.48,232.76
BTC-USD,2015-09-28,232.84,239.34,232.47,239.14
BTC-USD,2015-09-29,239.02,239.8,235.93,236.69
BTC-USD,2015-09-30,236.64,237.73,235.63,236.06
BTC-USD,2015-10-01,236.0,238.45,235.62,237.55
BTC-USD,2015-10-02,237.26,238.54,236.6,237.29
BTC-USD,2015-10-03,237.2,239.32,236.94,238.73
BTC-USD,2015-10-04,238.53,238.97,237.94,238.26
BTC-USD,2015-10-05,238.15,240.38,237.04,240.38
BTC-USD,2015-10-06,240.36,246.93,240.14,246.06
BTC-USD,2015-10-07,246.17,246.68,242.59,242.97
BTC-USD,2015-10-08,243.07,244.25,242.18,242.3
BTC-USD,2015-10-09,242.5,244.23,242.12,243.93
BTC-USD,2015-10-10,243.74,245.32,243.07,244.94
BTC-USD,2015-10-11,244.74,247.24,244.15,247.05
BTC-USD,2015-10-12,246.88,247.45,245.18,245.31
BTC-USD,2015-10-13,245.2,250.24,243.76,249.51
BTC-USD,2015-10-14,249.49,254.27,248.9,251.99
BTC-USD,2015-10-15,252.11,255.96,252.05,254.32
BTC-USD,2015-10-16,254.3,266.14,253.93,262.87
BTC-USD,2015-10-17,262.75,273.58,262.37,270.64
BTC-USD,2015-10-18,270.91,271.67,260.78,261.64
BTC-USD,2015-10-19,261.86,264.82,260.95,263.44
BTC-USD,2015-10-20,263.57,270.83,263.23,269.46
BTC-USD,2015-10-21,269.31,270.77,263.84,266.27
BTC-USD,2015-10-22,266.5,276.51,266.14,274.02
BTC-USD,2015-10-23,273.65,278.68,273.54,276.5
BTC-USD,2015-10-24,276.5,281.71,276.5,281.65
BTC-USD,2015-10-25,281.45,294.06,281.45,283.68
BTC-USD,2015-10-26,283.63,285.3,280.51,285.3
BTC-USD,2015-10-27,285.18,296.21,285.01,293.79
BTC-USD,2015-10-28,293.7,306.33,293.7,304.62
BTC-USD,2015-10-29,304.32,318.17,301.82,313.86
BTC-USD,2015-10-30,313.94,334.17,313.94,328.02
BTC-USD,2015-10-31,328.51,332.78,309.25,314.17
BTC-USD,2015-11-01,315.01,327.47,311.88,325.43
BTC-USD,2015-11-02,325.94,365.36,323.21,361.19
BTC-USD,2015-11-03,361.87,417.9,357.65,403.42
BTC-USD,2015-11-04,403.66,495.56,380.55,411.56
BTC-USD,2015-11-05,408.08,447.56,374.58,386.35
BTC-USD,2015-11-06,388.05,395.84,354.02,374.47
BTC-USD,2015-11-07,374.27,390.59,372.43,386.48
BTC-USD,2015-11-08,384.28,389.89,368.7,373.37
BTC-USD,2015-11-09,374.32,385.28,362.89,380.26
BTC-USD,2015-11-10,379.98,381.39,329.11,336.82
BTC-USD,2015-11-11,339.82,340.58,301.0,311.08
BTC-USD,2015-11-12,314.08,345.08,313.36,338.15
BTC-USD,2015-11-13,338.5,340.91,326.08,336.75
BTC-USD,2015-11-14,336.62,338.18,329.97,332.91
BTC-USD,2015-11-15,333.05,334.66,317.49,320.17
BTC-USD,2015-11-16,319.73,331.63,315.9,330.75
BTC-USD,2015-11-17,330.36,338.35,329.61,335.09
BTC-USD,2015-11-18,334.59,336.53,330.64,334.59
BTC-USD,2015-11-19,334.68,335.33,325.27,326.15
BTC-USD,2015-11-20,326.41,326.47,312.22,322.02
BTC-USD,2015-11-21,322.09,328.16,319.6,326.93
BTC-USD,2015-11-22,326.98,327.01,321.26,324.54
BTC-USD,2015-11-23,324.35,325.12,321.29,323.05
BTC-USD,2015-11-24,323.01,323.06,318.12,320.05
BTC-USD,2015-11-25,320.05,329.13,316.77,328.21
BTC-USD,2015-11-26,328.3,366.76,328.23,352.68
BTC-USD,2015-11-27,351.86,363.59,347.87,358.04
BTC-USD,2015-11-28,357.14,359.54,352.17,357.38
BTC-USD,2015-11-29,357.47,371.94,355.67,371.29
BTC-USD,2015-11-30,371.44,382.36,370.38,377.32
BTC-USD,2015-12-01,377.41,378.93,356.56,362.49
BTC-USD,2015-12-02,361.85,362.23,349.46,359.19
BTC-USD,2015-12-03,359.33,370.27,357.41,361.05
BTC-USD,2015-12-04,361.26,363.52,355.76,363.18
BTC-USD,2015-12-05,363.72,389.79,363.23,388.95
BTC-USD,2015-12-06,389.55,402.81,387.09,388.78
BTC-USD,2015-12-07,389.98,399.97,385.41,395.54
BTC-USD,2015-12-08,395.75,415.56,389.95,415.56
BTC-USD,2015-12-09,414.44,423.12,406.29,417.56
BTC-USD,2015-12-10,417.99,419.51,411.55,415.48
BTC-USD,2015-12-11,415.28,451.94,415.28,451.94
BTC-USD,2015-12-12,452.33,469.1,410.74,435.0
BTC-USD,2015-12-13,431.66,441.68,426.27,433.76
BTC-USD,2015-12-14,433.27,447.14,430.46,444.18
BTC-USD,2015-12-15,443.88,465.32,443.88,465.32
BTC-USD,2015-12-16,465.21,465.21,443.85,454.93
BTC-USD,2015-12-17,454.78,457.86,448.86,456.08
BTC-USD,2015-12-18,455.85,465.18,454.94,463.62
BTC-USD,2015-12-19,463.55,465.58,456.77,462.32
BTC-USD,2015-12-20,462.23,462.64,434.34,442.68
BTC-USD,2015-12-21,442.84,444.73,427.31,438.64
BTC-USD,2015-12-22,437.44,443.69,435.52,436.57
BTC-USD,2015-12-23,436.72,444.53,436.62,442.4
BTC-USD,2015-12-24,443.09,458.46,443.08,454.98
BTC-USD,2015-12-25,454.86,458.3,452.08,455.65
